case_number,incident_date,primary_type,crime_category,description,location_description,arrest,domestic,district,ward,community_area,fbi_code,year,month,day_of_week,hour_of_day,year_month
JB000158,2022-04-26 09:11:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,PARKING LOT / GARAGE,0,0,7,22,62,11,2022,4,Tuesday,9,2022-04
JB000159,2022-03-12 16:53:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,CTA TRAIN / STATION,1,0,7,7,50,08B,2022,3,Saturday,16,2022-03
JB000160,2023-09-19 19:55:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,20,14,13,14,2023,9,Tuesday,19,2023-09
JB000161,2023-12-16 21:30:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,APARTMENT,0,0,5,15,62,05,2023,12,Saturday,21,2023-12
JB000162,2023-09-28 12:57:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,12,32,60,07,2023,9,Thursday,12,2023-09
JB000163,2022-06-30 01:10:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,24,2,18,11,2022,6,Thursday,1,2022-06
JB000164,2023-11-04 21:17:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,0,22,28,45,06,2023,11,Saturday,21,2023-11
JB000165,2022-03-25 22:18:00,THEFT,Property,REPORTED THEFT INCIDENT,CTA TRAIN / STATION,0,0,19,6,77,11,2022,3,Friday,22,2022-03
JB000166,2022-01-14 05:15:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,24,39,48,07,2022,1,Friday,5,2022-01
JB000167,2023-01-19 00:36:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,PARKING LOT / GARAGE,0,0,3,35,73,05,2023,1,Thursday,0,2023-01
JB000168,2023-07-02 11:51:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,APARTMENT,0,0,16,18,48,03,2023,7,Sunday,11,2023-07
JB000169,2023-11-21 00:06:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,SMALL RETAIL STORE,0,0,11,5,47,14,2023,11,Tuesday,0,2023-11
JB000170,2023-07-23 13:19:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,SIDEWALK,0,0,8,43,18,06,2023,7,Sunday,13,2023-07
JB000171,2023-05-05 22:11:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,PARKING LOT / GARAGE,1,0,14,24,38,07,2023,5,Friday,22,2023-05
JB000172,2022-05-12 03:07:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,15,10,62,05,2022,5,Thursday,3,2022-05
JB000173,2023-09-26 17:16:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,0,0,9,28,15,26,2023,9,Tuesday,17,2023-09
JB000174,2022-12-01 06:55:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,SMALL RETAIL STORE,0,0,8,43,11,11,2022,12,Thursday,6,2022-12
JB000175,2022-12-19 02:53:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,APARTMENT,0,0,14,44,60,14,2022,12,Monday,2,2022-12
JB000176,2022-03-03 23:23:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,0,1,1,12,59,18,2022,3,Thursday,23,2022-03
JB000177,2022-11-14 20:13:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,20,46,76,08B,2022,11,Monday,20,2022-11
JB000178,2022-07-15 13:34:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,SMALL RETAIL STORE,1,0,24,42,60,18,2022,7,Friday,13,2022-07
JB000179,2022-11-20 02:22:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,1,0,6,6,77,11,2022,11,Sunday,2,2022-11
JB000180,2023-03-30 18:24:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,2,10,31,18,2023,3,Thursday,18,2023-03
JB000181,2022-08-28 02:40:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,8,50,7,11,2022,8,Sunday,2,2022-08
JB000182,2022-04-09 07:41:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,8,33,42,06,2022,4,Saturday,7,2022-04
JB000183,2022-06-28 05:34:00,THEFT,Property,REPORTED THEFT INCIDENT,GROCERY FOOD STORE,0,0,2,33,71,07,2022,6,Tuesday,5,2022-06
JB000184,2023-10-07 18:26:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,PARKING LOT / GARAGE,0,0,18,46,29,08A,2023,10,Saturday,18,2023-10
JB000185,2022-01-25 21:52:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SMALL RETAIL STORE,0,0,18,45,35,08A,2022,1,Tuesday,21,2022-01
JB000186,2023-05-05 00:02:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,1,12,34,40,11,2023,5,Friday,0,2023-05
JB000187,2022-12-25 15:25:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,GROCERY FOOD STORE,0,0,11,41,60,08B,2022,12,Sunday,15,2022-12
JB000188,2023-01-16 23:45:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,10,50,49,08A,2023,1,Monday,23,2023-01
JB000189,2022-05-11 01:26:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,GROCERY FOOD STORE,0,0,15,11,36,05,2022,5,Wednesday,1,2022-05
JB000190,2023-04-28 01:51:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,RESIDENCE,0,0,19,50,36,14,2023,4,Friday,1,2023-04
JB000191,2022-01-02 14:44:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,STREET,1,0,19,6,65,08B,2022,1,Sunday,14,2022-01
JB000192,2023-05-14 18:16:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,SMALL RETAIL STORE,1,0,9,4,47,18,2023,5,Sunday,18,2023-05
JB000193,2023-01-01 23:05:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,RESTAURANT,0,0,12,6,18,03,2023,1,Sunday,23,2023-01
JB000194,2022-06-04 08:39:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,STREET,0,0,25,44,67,05,2022,6,Saturday,8,2022-06
JB000195,2022-08-24 22:25:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,GROCERY FOOD STORE,0,0,9,19,8,14,2022,8,Wednesday,22,2022-08
JB000196,2022-04-01 01:49:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,SMALL RETAIL STORE,0,0,17,49,77,05,2022,4,Friday,1,2022-04
JB000197,2022-06-10 00:47:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,15,32,42,08A,2022,6,Friday,0,2022-06
JB000198,2022-06-23 16:40:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,APARTMENT,0,0,5,46,61,08B,2022,6,Thursday,16,2022-06
JB000199,2023-04-04 20:10:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,1,0,8,8,7,06,2023,4,Tuesday,20,2023-04
JB000200,2022-03-31 04:18:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,22,31,76,06,2022,3,Thursday,4,2022-03
JB000201,2023-04-05 06:46:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,STREET,1,0,8,29,2,03,2023,4,Wednesday,6,2023-04
JB000202,2022-01-03 17:08:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,15,46,1,03,2022,1,Monday,17,2022-01
JB000203,2023-06-08 15:26:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SIDEWALK,0,0,25,16,4,18,2023,6,Thursday,15,2023-06
JB000204,2023-06-04 18:52:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,3,20,59,26,2023,6,Sunday,18,2023-06
JB000205,2022-06-22 13:21:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,PARKING LOT / GARAGE,0,0,11,16,37,26,2022,6,Wednesday,13,2022-06
JB000206,2022-03-18 04:15:00,THEFT,Property,REPORTED THEFT INCIDENT,CTA TRAIN / STATION,0,0,12,3,21,07,2022,3,Friday,4,2022-03
JB000207,2022-12-11 22:49:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,SMALL RETAIL STORE,1,0,12,1,8,06,2022,12,Sunday,22,2022-12
JB000208,2023-08-28 02:08:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESIDENCE,1,0,10,10,13,07,2023,8,Monday,2,2023-08
JB000209,2022-04-03 09:05:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,11,8,47,05,2022,4,Sunday,9,2022-04
JB000210,2022-02-16 19:56:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,APARTMENT,0,0,24,47,28,06,2022,2,Wednesday,19,2022-02
JB000211,2023-09-02 08:53:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,SIDEWALK,0,0,16,12,24,08A,2023,9,Saturday,8,2023-09
JB000212,2023-10-16 10:03:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,APARTMENT,0,0,19,9,58,18,2023,10,Monday,10,2023-10
JB000213,2023-09-02 09:33:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,16,24,51,08B,2023,9,Saturday,9,2023-09
JB000214,2023-10-09 11:10:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,3,10,44,06,2023,10,Monday,11,2023-10
JB000215,2023-08-14 18:49:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,PARKING LOT / GARAGE,0,0,6,33,50,18,2023,8,Monday,18,2023-08
JB000216,2022-09-19 19:34:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,2,29,11,08A,2022,9,Monday,19,2022-09
JB000217,2022-10-06 07:47:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESTAURANT,0,0,15,5,61,07,2022,10,Thursday,7,2022-10
JB000218,2022-12-23 06:16:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,SIDEWALK,0,0,5,50,27,03,2022,12,Friday,6,2022-12
JB000219,2022-09-02 16:13:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,22,18,74,08B,2022,9,Friday,16,2022-09
JB000220,2023-04-23 18:07:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,14,45,50,07,2023,4,Sunday,18,2023-04
JB000221,2022-08-12 13:48:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESTAURANT,1,1,18,39,25,08A,2022,8,Friday,13,2022-08
JB000222,2022-05-29 20:34:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,5,11,28,06,2022,5,Sunday,20,2022-05
JB000223,2023-10-09 21:11:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,25,48,25,14,2023,10,Monday,21,2023-10
JB000224,2023-02-12 09:04:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,STREET,0,0,15,10,5,11,2023,2,Sunday,9,2023-02
JB000225,2023-10-02 20:11:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,APARTMENT,0,0,10,19,29,08B,2023,10,Monday,20,2023-10
JB000226,2022-01-16 01:05:00,THEFT,Property,REPORTED THEFT INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,7,3,34,05,2022,1,Sunday,1,2022-01
JB000227,2023-04-26 09:38:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,PARKING LOT / GARAGE,1,0,11,42,26,06,2023,4,Wednesday,9,2023-04
JB000228,2022-07-20 23:17:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,0,0,25,32,43,08B,2022,7,Wednesday,23,2022-07
JB000229,2023-05-31 15:44:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,1,0,19,42,41,07,2023,5,Wednesday,15,2023-05
JB000230,2023-07-02 11:44:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,SMALL RETAIL STORE,0,0,8,47,59,18,2023,7,Sunday,11,2023-07
JB000231,2023-02-16 03:50:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,1,22,33,33,11,2023,2,Thursday,3,2023-02
JB000232,2022-06-20 10:51:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,APARTMENT,0,0,14,34,61,11,2022,6,Monday,10,2022-06
JB000233,2023-08-29 17:16:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,SIDEWALK,0,0,19,43,3,06,2023,8,Tuesday,17,2023-08
JB000234,2023-07-26 04:43:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,STREET,0,0,22,37,5,08A,2023,7,Wednesday,4,2023-07
JB000235,2022-09-28 15:44:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,18,48,17,05,2022,9,Wednesday,15,2022-09
JB000236,2023-12-14 01:00:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,APARTMENT,1,0,15,3,55,06,2023,12,Thursday,1,2023-12
JB000237,2023-02-19 21:06:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,12,50,75,11,2023,2,Sunday,21,2023-02
JB000238,2022-05-15 15:43:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,1,1,17,17,36,14,2022,5,Sunday,15,2022-05
JB000239,2023-05-28 11:09:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,6,13,23,05,2023,5,Sunday,11,2023-05
JB000240,2022-10-05 19:28:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,PARKING LOT / GARAGE,1,0,2,4,11,14,2022,10,Wednesday,19,2022-10
JB000241,2022-02-23 02:43:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,0,20,4,66,03,2022,2,Wednesday,2,2022-02
JB000242,2023-05-08 14:43:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,1,0,3,10,44,11,2023,5,Monday,14,2023-05
JB000243,2022-09-22 22:49:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,1,1,16,2,05,2022,9,Thursday,22,2022-09
JB000244,2022-04-03 18:51:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,9,33,25,08A,2022,4,Sunday,18,2022-04
JB000245,2022-05-31 02:28:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,CTA TRAIN / STATION,0,0,1,12,54,11,2022,5,Tuesday,2,2022-05
JB000246,2023-12-26 16:52:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,RESIDENCE,0,0,9,36,9,03,2023,12,Tuesday,16,2023-12
JB000247,2022-05-18 03:14:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,11,7,46,06,2022,5,Wednesday,3,2022-05
JB000248,2023-07-21 11:48:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,SMALL RETAIL STORE,1,0,19,43,22,11,2023,7,Friday,11,2023-07
JB000249,2023-08-22 08:13:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,SMALL RETAIL STORE,0,1,15,15,57,07,2023,8,Tuesday,8,2023-08
JB000250,2022-09-02 06:25:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,1,2,46,18,26,2022,9,Friday,6,2022-09
JB000251,2023-05-22 12:09:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,0,1,8,40,18,2023,5,Monday,12,2023-05
JB000252,2022-10-24 19:20:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,1,16,9,30,05,2022,10,Monday,19,2022-10
JB000253,2023-04-07 09:07:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,7,33,17,11,2023,4,Friday,9,2023-04
JB000254,2023-11-20 02:42:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,5,19,71,07,2023,11,Monday,2,2023-11
JB000255,2023-03-07 05:39:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,25,11,68,03,2023,3,Tuesday,5,2023-03
JB000256,2023-06-29 18:15:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,1,1,3,34,41,11,2023,6,Thursday,18,2023-06
JB000257,2023-08-16 00:09:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,STREET,0,0,14,15,28,05,2023,8,Wednesday,0,2023-08
JB000258,2022-04-08 15:18:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,18,6,75,18,2022,4,Friday,15,2022-04
JB000259,2023-07-30 08:49:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,16,31,5,07,2023,7,Sunday,8,2023-07
JB000260,2022-09-13 09:38:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,SMALL RETAIL STORE,0,0,15,1,28,06,2022,9,Tuesday,9,2022-09
JB000261,2023-12-14 08:55:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,5,6,77,18,2023,12,Thursday,8,2023-12
JB000262,2022-08-29 19:53:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,1,0,1,13,72,08B,2022,8,Monday,19,2022-08
JB000263,2023-12-12 09:29:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,0,0,20,48,2,08A,2023,12,Tuesday,9,2023-12
JB000264,2022-09-25 02:56:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,18,31,50,03,2022,9,Sunday,2,2022-09
JB000265,2023-08-21 12:09:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,1,1,1,28,43,03,2023,8,Monday,12,2023-08
JB000266,2023-03-30 12:33:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,1,50,39,18,2023,3,Thursday,12,2023-03
JB000267,2022-08-04 21:49:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,4,13,75,18,2022,8,Thursday,21,2022-08
JB000268,2023-01-02 10:24:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,APARTMENT,0,0,10,32,10,07,2023,1,Monday,10,2023-01
JB000269,2022-11-26 15:32:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,10,50,52,07,2022,11,Saturday,15,2022-11
JB000270,2023-10-16 08:08:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,APARTMENT,1,0,6,5,77,05,2023,10,Monday,8,2023-10
JB000271,2022-04-11 05:35:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,SMALL RETAIL STORE,1,0,11,18,46,05,2022,4,Monday,5,2022-04
JB000272,2022-02-10 06:45:00,THEFT,Property,REPORTED THEFT INCIDENT,GROCERY FOOD STORE,0,0,14,36,64,08A,2022,2,Thursday,6,2022-02
JB000273,2022-11-30 07:08:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,RESIDENCE,1,0,4,17,72,05,2022,11,Wednesday,7,2022-11
JB000274,2023-03-19 13:03:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,8,37,68,07,2023,3,Sunday,13,2023-03
JB000275,2023-01-28 12:40:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,19,35,20,14,2023,1,Saturday,12,2023-01
JB000276,2022-10-02 07:23:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,19,4,46,06,2022,10,Sunday,7,2022-10
JB000277,2022-11-29 21:23:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,15,6,45,06,2022,11,Tuesday,21,2022-11
JB000278,2023-01-25 14:00:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,STREET,1,0,6,40,44,11,2023,1,Wednesday,14,2023-01
JB000279,2023-10-09 12:41:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,25,33,30,26,2023,10,Monday,12,2023-10
JB000280,2022-04-01 09:27:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,1,0,18,12,72,07,2022,4,Friday,9,2022-04
JB000281,2022-09-28 00:47:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,APARTMENT,0,0,25,28,1,08B,2022,9,Wednesday,0,2022-09
JB000282,2022-07-27 12:47:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,STREET,1,0,7,5,36,08A,2022,7,Wednesday,12,2022-07
JB000283,2022-06-17 00:55:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,12,3,65,11,2022,6,Friday,0,2022-06
JB000284,2023-08-07 19:47:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,10,15,73,08B,2023,8,Monday,19,2023-08
JB000285,2023-09-11 00:52:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,18,44,76,26,2023,9,Monday,0,2023-09
JB000286,2022-08-04 09:44:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,0,0,24,23,12,26,2022,8,Thursday,9,2022-08
JB000287,2022-08-12 19:31:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,6,10,9,07,2022,8,Friday,19,2022-08
JB000288,2022-10-22 01:16:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,17,45,50,07,2022,10,Saturday,1,2022-10
JB000289,2023-10-29 04:48:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,CTA TRAIN / STATION,0,0,3,35,38,18,2023,10,Sunday,4,2023-10
JB000290,2022-03-05 16:32:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,25,1,57,06,2022,3,Saturday,16,2022-03
JB000291,2022-03-26 10:45:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,1,24,6,72,06,2022,3,Saturday,10,2022-03
JB000292,2023-07-12 22:24:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,9,7,33,08A,2023,7,Wednesday,22,2023-07
JB000293,2022-03-10 02:08:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,4,10,13,14,2022,3,Thursday,2,2022-03
JB000294,2023-12-06 17:41:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,SIDEWALK,0,0,25,48,54,07,2023,12,Wednesday,17,2023-12
JB000295,2022-04-28 19:34:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,25,26,13,18,2022,4,Thursday,19,2022-04
JB000296,2022-07-02 00:19:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,5,8,1,18,2022,7,Saturday,0,2022-07
JB000297,2022-02-10 04:29:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESIDENCE,0,0,20,2,41,11,2022,2,Thursday,4,2022-02
JB000298,2022-01-26 08:26:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,1,10,13,33,26,2022,1,Wednesday,8,2022-01
JB000299,2023-11-12 19:05:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,1,0,12,22,70,11,2023,11,Sunday,19,2023-11
JB000300,2023-03-23 05:55:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,GROCERY FOOD STORE,0,0,24,46,10,03,2023,3,Thursday,5,2023-03
JB000301,2022-10-30 15:04:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,7,3,66,11,2022,10,Sunday,15,2022-10
JB000302,2022-09-07 05:11:00,THEFT,Property,REPORTED THEFT INCIDENT,SMALL RETAIL STORE,0,0,6,40,10,08B,2022,9,Wednesday,5,2022-09
JB000303,2022-11-02 12:34:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SMALL RETAIL STORE,0,0,25,17,7,07,2022,11,Wednesday,12,2022-11
JB000304,2022-07-04 17:06:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,20,4,2,14,2022,7,Monday,17,2022-07
JB000305,2023-04-06 21:48:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,15,3,62,18,2023,4,Thursday,21,2023-04
JB000306,2022-02-23 11:27:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,1,1,6,13,43,06,2022,2,Wednesday,11,2022-02
JB000307,2022-12-17 14:49:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,24,50,47,05,2022,12,Saturday,14,2022-12
JB000308,2023-05-02 22:59:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,RESIDENCE,1,0,24,41,23,08B,2023,5,Tuesday,22,2023-05
JB000309,2022-05-24 19:47:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESIDENCE,0,0,20,22,36,06,2022,5,Tuesday,19,2022-05
JB000310,2022-10-31 00:22:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,1,11,48,74,08B,2022,10,Monday,0,2022-10
JB000311,2022-01-30 20:34:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,APARTMENT,1,0,17,17,34,14,2022,1,Sunday,20,2022-01
JB000312,2022-01-25 01:26:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,APARTMENT,1,0,7,13,77,18,2022,1,Tuesday,1,2022-01
